,name,location,labels
9355,7169.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1556,11398.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1627,11461.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7758,5730.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2312,12078.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9950,7704.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6482,4582.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9738,7513.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1677,11506.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9508,7306.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3305,1723.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7986,5937.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1520,11365.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11993,9543.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11453,9057.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2583,12322.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7832,5799.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3604,1993.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3877,2238.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1557,11399.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7705,5684.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12073,9615.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8682,6562.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1522,11367.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11413,9020.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11282,8903.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9174,7005.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3453,1857.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6737,4811.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3542,1936.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1760,11581.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5884,4043.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10585,8276.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
987,10886.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5065,3307.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8786,6657.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7241,5266.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
379,10338.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1202,11079.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11208,8837.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4869,3130.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10005,7754.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1475,11324.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
934,10838.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10694,8374.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6689,477.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5999,4148.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3112,155.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8425,6330.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1920,11725.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9587,7378.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
198,10175.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12434,9940.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11788,9359.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7201,5229.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4794,3062.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6189,4319.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3754,2126.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11613,9200.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
232,10205.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
163,10143.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8321,6237.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5413,3620.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5150,3384.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1274,11143.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10691,8371.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1534,11378.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8067,6008.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8351,6265.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8455,6358.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9927,7684.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10365,8078.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7270,5291.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5376,3587.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2381,12140.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10822,849.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7348,5362.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4510,2807.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10240,7966.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9790,7560.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11367,8980.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10178,791.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11871,9433.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7911,5869.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7738,5713.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11572,9164.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3088,1528.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12370,9883.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7894,5853.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1897,11705.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6127,4263.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10747,8421.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9204,7032.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9884,7645.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8328,6244.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10682,8363.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9801,7570.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4571,2862.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11099,8739.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11716,9294.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9876,7638.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12287,9808.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5900,4058.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8661,6544.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10833,85.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2997,1445.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
544,10487.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4400,2709.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4956,3209.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11436,9041.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12029,9576.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9993,7743.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11885,9446.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9372,7184.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11928,9485.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6555,4648.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9419,7226.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10406,8114.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1575,11414.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10305,8023.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8746,662.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2441,12195.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5438,3642.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
670,1060.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2673,12403.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
588,10526.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5577,3768.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2291,12059.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10144,788.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6069,421.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11533,9129.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6630,4715.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5034,328.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4233,2558.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1108,10995.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4910,3167.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5277,3498.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10938,8594.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7757,573.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7983,5933.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6811,4879.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8692,6571.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3198,1626.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3956,2309.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7024,507.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
217,10192.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7609,5598.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12352,9867.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1468,11318.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11718,9296.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10216,7944.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9413,7220.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5223,345.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3033,1479.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4202,2530.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6527,4623.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9463,7266.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5663,3846.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10706,8385.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6659,4742.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2058,1185.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10886,8547.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1237,1111.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11141,8777.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11052,8697.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10267,7990.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10095,7835.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4427,2733.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9949,7703.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
456,10407.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11443,9048.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6534,463.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5116,3353.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9215,7042.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5331,3546.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4799,3068.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3530,1925.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4469,2770.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9329,7145.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
132,10115.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4644,2929.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9810,7579.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1792,1161.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10356,807.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12365,9879.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3614,2000.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10123,7860.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7152,5185.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10973,8625.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1631,11465.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1853,11665.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7710,5689.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
815,10730.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12259,9783.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1323,11188.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
783,10701.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12375,9888.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2993,1442.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12474,9977.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
404,10360.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1911,11717.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6119,4255.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4175,2505.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1336,112.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
370,1033.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6219,4346.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9669,7451.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
497,10444.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3027,1472.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5774,3945.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12040,9586.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4819,3086.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11340,8956.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10679,8360.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3048,1492.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11304,8923.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10533,8229.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9522,7319.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3067,1509.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3753,2126.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1409,11265.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11249,8874.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
503,1045.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3412,182.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
274,10243.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8638,6522.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5388,3598.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8594,6484.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6649,4733.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10472,8174.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
232,10205.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4417,2723.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6207,4334.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3906,2264.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10845,851.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6677,4759.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3372,1784.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10617,8304.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8094,6032.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10150,7885.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9505,7303.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1693,11520.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7411,5419.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4036,2381.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11320,8938.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5694,3873.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7109,5146.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1381,1124.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
107,10093.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7813,5780.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3541,1936.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5837,4000.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7678,566.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
317,10282.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6852,4916.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10149,7884.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
221,10196.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12339,9855.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4766,3037.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7591,5580.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11122,876.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10568,8260.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11717,9295.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5736,3911.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4564,2857.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9807,7576.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5378,359.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2422,12177.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
752,10674.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3313,173.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9632,7418.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1760,11581.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5179,341.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6711,4789.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7420,5426.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7243,5267.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10477,8179.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11602,9191.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3715,2091.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8803,6672.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9847,7611.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11251,8876.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9458,7261.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9768,7540.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3593,1982.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7590,558.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12272,9795.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1061,10952.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4518,2814.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2670,12400.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11238,8864.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9733,7509.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8871,6733.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7069,511.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9773,7545.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8209,6137.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5733,3909.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8437,6342.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1005,10901.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11954,9508.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11878,944.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6774,4845.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7046,509.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8614,6500.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9936,7692.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5238,3463.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11805,9374.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11568,9160.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4230,2556.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8412,632.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1499,11346.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9361,7174.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12278,980.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11053,8698.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11207,8836.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9438,7243.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10492,8192.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
66,10056.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9450,7254.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
763,10684.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3582,1973.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6338,4452.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3897,2256.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5029,3274.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5845,4009.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12261,9785.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10380,8091.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10815,8483.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2481,12230.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4618,2905.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8831,6698.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3032,1477.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11620,9207.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6410,4518.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8656,6539.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6130,4266.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6948,5000.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5380,3591.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5689,387.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11348,8963.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2615,12350.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
440,10393.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2943,1397.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10309,8027.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
100,10087.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8565,6457.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10106,7845.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
10948,8602.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10821,8489.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
8230,6155.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7549,5543.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9210,7038.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3299,1718.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
9961,7714.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6136,4271.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7828,5794.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5617,3804.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1651,11483.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1673,11502.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5466,3669.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6481,4581.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12332,9849.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2994,1442.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5105,3342.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
262,10232.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
5972,4122.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
3109,1546.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5984,4134.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2338,12100.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
423,10378.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11016,8664.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8988,6839.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6496,4595.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4739,3012.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5725,3901.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3761,2133.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
7356,5369.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1619,11454.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
6087,4226.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
2210,11987.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
5413,362.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6189,4318.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
1076,10966.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2250,12022.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
4939,3194.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
992,10890.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
7856,5819.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9621,7408.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
2473,12223.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
8943,6799.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
3427,1833.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
12261,9785.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
9408,7216.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
11882,9443.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
1129,11012.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
10160,7894.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
11940,9496.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4462,2764.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
6979,5029.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
4773,3043.jpg,D:\vijay\happy_monk\datasets\Cat,Cat
12096,9636.jpg,D:\vijay\happy_monk\datasets\Dog,Dog
